HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.Country,Answer.GDPPC,Answer.IDV,Answer.IND,Answer.LTO,Answer.MAS,Answer.PDI,Answer.UAI,Approve,Reject
3UUSLRKAUK2PYD2AFIIUX1ND5LB7D7,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3RJSC4XJ10TJZ9LR5FK49TKIHGY056,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:31:23 PST 2017,Sat Feb 11 17:33:48 PST 2017,Tue Feb 14 17:33:48 PST 2017,,,,145,0% (0/0),0% (0/0),0% (0/0),Sierra Leone,"$1,700",20,0,0,40,70,50,,
3NBFJK3IOGHZV340YU04E8C5821OGO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3I0BTBYZAXKH1XVBGHP1KQIBCL2Y0K,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:10:34 PST 2017,Sat Feb 11 18:12:06 PST 2017,Tue Feb 14 18:12:06 PST 2017,,,,92,0% (0/0),0% (0/0),0% (0/0),Singapore,"$87,100",20,46,72,48,74,8,,
3NBFJK3IOGHZV340YU04E8C5821OGO,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3VNL7UK1XFICHFB79TLNFGD03LAFTH,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:12:54 PST 2017,Sat Feb 11 18:13:19 PST 2017,Tue Feb 14 18:13:19 PST 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),Singapore,"$87,100",20,46,72,48,74,8,,
3V8JSVE8YXPD53CBYMJEGWPV9WLEY8,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3FPRZHYEPY6WEVZ3UTK0FPCOXGKV33,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:09:48 PST 2017,Sat Feb 11 18:10:11 PST 2017,Tue Feb 14 18:10:11 PST 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),Slovakia,"$31,200",52,28,77,100,100,51,,
3V8JSVE8YXPD53CBYMJEGWPV9WLEY8,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3IXQG4FA2TX3KJQD6LUA5QL3UGFB9V,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:15:25 PST 2017,Sat Feb 11 18:24:33 PST 2017,Tue Feb 14 18:24:33 PST 2017,,,,548,0% (0/0),0% (0/0),0% (0/0),Slovakia,"$31,200",52,28,77,100,100,51,,
3W1K7D6QSAGF3QAWKHJ7TVSCCTCBZW,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,33CKWXB73JJKIG5Q0BMSK8QBAS011T,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:13:45 PST 2017,Sat Feb 11 18:14:16 PST 2017,Tue Feb 14 18:14:16 PST 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),Slovenia,"$32,000",27,48,49,19,71,88,,
3W1K7D6QSAGF3QAWKHJ7TVSCCTCBZW,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,38YMOXR4MUY8Q3MQ35NU8U7MEGOW6K,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:58:26 PST 2017,Sat Feb 11 18:03:33 PST 2017,Tue Feb 14 18:03:33 PST 2017,,,,307,0% (0/0),0% (0/0),0% (0/0),Slovenia,"$32,000",27,48,49,19,71,88,,
36FFXPMST8NDVZZBI0IMZ8O6N2EOHN,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3M0BCWMB8VVEWF3LZW42JATESHYWB4,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:59:00 PST 2017,Sat Feb 11 16:59:25 PST 2017,Tue Feb 14 16:59:25 PST 2017,,,,25,0% (0/0),0% (0/0),0% (0/0),South Africa,"$13,200",65,63,34,63,49,49,,
36FFXPMST8NDVZZBI0IMZ8O6N2EOHN,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3QY7M81QH7L0Z36EX19JQXDNMKZK7B,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:59:21 PST 2017,Sat Feb 11 18:00:21 PST 2017,Tue Feb 14 18:00:21 PST 2017,,,,60,0% (0/0),0% (0/0),0% (0/0),South Africa,13200,65,63,34,63,49,49,,
34O39PNDK5761ZO5A0PU7SQD3CTRBJ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,33NF62TLXJ1TJY7GYAYGTNIWDFZKJI,A2C929NA28XOWX,Submitted,Sat Feb 11 18:01:47 PST 2017,Sat Feb 11 18:03:32 PST 2017,Tue Feb 14 18:03:32 PST 2017,,,,105,0% (0/0),0% (0/0),0% (0/0),South Korea,"$37,900",18,29,100,39,60,85,,
34O39PNDK5761ZO5A0PU7SQD3CTRBJ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,39K0FND3AHED8T4FPGYJF17HCX0MA9,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:59:18 PST 2017,Sat Feb 11 18:11:56 PST 2017,Tue Feb 14 18:11:56 PST 2017,,,,758,0% (0/0),0% (0/0),0% (0/0),South Korea,"$37,900",18,29,100,39,60,85,,
3DTJ4WT8BCEDATMGU8LXU3YXFQPEZZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3KWTYT08702WW5ADU86N7DC6KEA5LL,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:10:57 PST 2017,Sat Feb 11 18:11:20 PST 2017,Tue Feb 14 18:11:20 PST 2017,,,,23,0% (0/0),0% (0/0),0% (0/0),Spain,"$36,500",51,44,48,42,57,86,,
3DTJ4WT8BCEDATMGU8LXU3YXFQPEZZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3VA45EW49NM5E8CR6DK3W43J339O12,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:50:51 PST 2017,Sat Feb 11 17:51:41 PST 2017,Tue Feb 14 17:51:41 PST 2017,,,,50,0% (0/0),0% (0/0),0% (0/0),Spain,36500,51,44,48,42,57,86,,
3KL228NDMULG5CJL028B7RVWOXRKG0,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3VNL7UK1XFICHFB79TLNFGD03L9FTG,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:38:01 PST 2017,Sat Feb 11 17:38:45 PST 2017,Tue Feb 14 17:38:45 PST 2017,,,,44,0% (0/0),0% (0/0),0% (0/0),Sri Lanka,11200,35,0,45,10,80,45,,
3KL228NDMULG5CJL028B7RVWOXRKG0,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3WETL7AQWT7FG1KOO22NBRIPKSI354,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:36:53 PST 2017,Sat Feb 11 17:37:51 PST 2017,Tue Feb 14 17:37:51 PST 2017,,,,58,0% (0/0),0% (0/0),0% (0/0),Sri Lanka,"$11,200",35,0,45,10,80,45,,
3AFT28WXLE1DRUAVOI07ZKPLNFTOIG,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,39KFRKBFINU24ENUI2RCARETAOIYOA,A2C929NA28XOWX,Submitted,Sat Feb 11 17:57:00 PST 2017,Sat Feb 11 17:58:10 PST 2017,Tue Feb 14 17:58:10 PST 2017,,,,70,0% (0/0),0% (0/0),0% (0/0),Suriname,"$15,200",47,0,0,37,85,92,,
3AFT28WXLE1DRUAVOI07ZKPLNFTOIG,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3Y4W8Q93LZJUWN10NIQCSYY0OT8DVI,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:49:09 PST 2017,Sat Feb 11 16:49:47 PST 2017,Tue Feb 14 16:49:47 PST 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),Suriname,"$15,200",47,0,0,37,85,92,,
3L7SUC0TTTTEKW837CWO1C0K6LXM04,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3NGI5ARFTT4NZ8OSLDXIL489D861PX,AELFDOPFPTHT0,Submitted,Sat Feb 11 17:58:28 PST 2017,Sat Feb 11 17:59:59 PST 2017,Tue Feb 14 17:59:59 PST 2017,,,,91,0% (0/0),0% (0/0),0% (0/0),Sweden,"$49,700",71,78,53,5,31,29,,
3L7SUC0TTTTEKW837CWO1C0K6LXM04,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3TS1AR6UQQDPJHE0WQIMAKLIEOJ7FX,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:07:40 PST 2017,Sat Feb 11 18:10:18 PST 2017,Tue Feb 14 18:10:18 PST 2017,,,,158,0% (0/0),0% (0/0),0% (0/0),Sweden,49700,71,78,53,5,30,29,,
3087LXLJ6LF8EMGMLPSB6MGB9KLF0Q,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3C44YUNSI1OHR34416HDM69I258PDA,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:59:58 PST 2017,Sat Feb 11 18:04:10 PST 2017,Tue Feb 14 18:04:10 PST 2017,,,,252,0% (0/0),0% (0/0),0% (0/0),Switzerland,"$59,400",68,66,74,70,34,58,,
3087LXLJ6LF8EMGMLPSB6MGB9KLF0Q,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3SKRO2GZ71QMOHRC8LSAPNMAJYZK1E,A2C929NA28XOWX,Submitted,Sat Feb 11 17:58:10 PST 2017,Sat Feb 11 17:59:04 PST 2017,Tue Feb 14 17:59:04 PST 2017,,,,54,0% (0/0),0% (0/0),0% (0/0),Switzerland,"$59,400",68,66,74,70,34,58,,
3BDORL6HKJCPB4GBO0LPICWVLXTRCQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,39GXDJN2OTDIFS596AFW66KZD2CV8V,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 18:11:57 PST 2017,Sat Feb 11 18:21:42 PST 2017,Tue Feb 14 18:21:42 PST 2017,,,,585,0% (0/0),0% (0/0),0% (0/0),Syria,"$2,900",35,0,30,52,80,60,,
3BDORL6HKJCPB4GBO0LPICWVLXTRCQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3VJ40NV2QIM6NSO08W4D2AMEVMZOTA,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:02:19 PST 2017,Sat Feb 11 17:03:11 PST 2017,Tue Feb 14 17:03:11 PST 2017,,,,52,0% (0/0),0% (0/0),0% (0/0),Syria,"$2,900",35,0,30,52,80,60,,
39I4RL8QGIG9R6PTZG3DLAI16BE4HT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,379J5II41OFWSO3659ZQB7IJX77LE0,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:50:47 PST 2017,Sat Feb 11 16:51:24 PST 2017,Tue Feb 14 16:51:24 PST 2017,,,,37,0% (0/0),0% (0/0),0% (0/0),Taiwan,"$46,600",17,49,93,45,58,69,,
39I4RL8QGIG9R6PTZG3DLAI16BE4HT,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3MTMREQS4VH9D5YTTI46OZ98AZEWAA,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:59:16 PST 2017,Sat Feb 11 18:08:21 PST 2017,Tue Feb 14 18:08:21 PST 2017,,,,545,0% (0/0),0% (0/0),0% (0/0),Taiwan,"$47,800",17,49,93,45,58,69,,
3DIIW4IV8OU9N10D5YLYLMJG6OT4IM,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,33L7PJKHCGX3201K1FFH5OWEGHWT8D,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:53:26 PST 2017,Sat Feb 11 17:54:21 PST 2017,Tue Feb 14 17:54:21 PST 2017,,,,55,0% (0/0),0% (0/0),0% (0/0),Tanzania,3100,25,38,34,40,70,50,,
3DIIW4IV8OU9N10D5YLYLMJG6OT4IM,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:38 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:38 PST 2017,,,3C2NJ6JBKAGUL8UBO2K4MYDJ5ZJ2NJ,AELFDOPFPTHT0,Submitted,Sat Feb 11 18:04:33 PST 2017,Sat Feb 11 18:05:54 PST 2017,Tue Feb 14 18:05:54 PST 2017,,,,81,0% (0/0),0% (0/0),0% (0/0),Tanzania,"$3,100",25,48,34,40,70,50,,
3FCO4VKOZ3CUQJGABDTE3J5Y5XC7E0,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,304SM51WA33LPYMCFRU1MLQTM43SBM,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:04:36 PST 2017,Sat Feb 11 18:04:58 PST 2017,Tue Feb 14 18:04:58 PST 2017,,,,22,0% (0/0),0% (0/0),0% (0/0),Thailand,"$16,800",20,45,32,34,64,64,,
3FCO4VKOZ3CUQJGABDTE3J5Y5XC7E0,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3DY4FPOOA1NOXXK55JLWXNF43U0VR7,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:55:14 PST 2017,Sat Feb 11 17:55:46 PST 2017,Tue Feb 14 17:55:46 PST 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),Thailand,16800,20,45,32,34,64,64,,
3DWNFENNE2U5ICKJNG6YXNYGJ3I4JY,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,37ZHEEHM6WLU35Y7CVHK9BWLBYE37K,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 18:07:35 PST 2017,Sat Feb 11 18:08:04 PST 2017,Tue Feb 14 18:08:04 PST 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),Trinidad and Tobago,"$31,900",16,80,13,58,47,55,,
3DWNFENNE2U5ICKJNG6YXNYGJ3I4JY,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3KOPY89HM81NN0Z9D46HC11U2TDJ36,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:49:43 PST 2017,Sat Feb 11 17:50:51 PST 2017,Tue Feb 14 17:50:51 PST 2017,,,,68,0% (0/0),0% (0/0),0% (0/0),Trinidad and Tobago,31900,16,80,13,58,47,55,,
33P2GD6NRMRU58EWK8QTSR7X3X4KHZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3BEFOD78W6SY64OYGFOS2YLHKN3M4X,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 17:13:28 PST 2017,Sat Feb 11 17:15:04 PST 2017,Tue Feb 14 17:15:04 PST 2017,,,,96,0% (0/0),0% (0/0),0% (0/0),Turkey,21100,37,49,46,45,66,85,,
33P2GD6NRMRU58EWK8QTSR7X3X4KHZ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3KB8R4ZV1E6IZTDLKR0KX77QYT8BGK,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:52:37 PST 2017,Sat Feb 11 16:53:09 PST 2017,Tue Feb 14 16:53:09 PST 2017,,,,32,0% (0/0),0% (0/0),0% (0/0),Turkey,"$21,100",37,49,46,45,66,85,,
3KTCJ4SCVF0ERLTL3V0OFHJUBD3M17,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3UOUJI6MTDD8HEHH9SHJQJZ9Q4CXUG,A2C929NA28XOWX,Submitted,Sat Feb 11 18:10:02 PST 2017,Sat Feb 11 18:10:40 PST 2017,Tue Feb 14 18:10:40 PST 2017,,,,38,0% (0/0),0% (0/0),0% (0/0),Ukraine,"$8,200",25,18,55,27,92,95,,
3KTCJ4SCVF0ERLTL3V0OFHJUBD3M17,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3XM0HYN6NKYMJ9I4X1SXSOR32H9EPS,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 17:52:07 PST 2017,Sat Feb 11 17:52:41 PST 2017,Tue Feb 14 17:52:41 PST 2017,,,,34,0% (0/0),0% (0/0),0% (0/0),Ukraine,"$8,200",25,18,55,27,92,95,,
3IVKZBIBJZ8STRR4PHZVJDY7KRHHSD,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3IGI0VL647J8SFJGB0I1TBGM64DON9,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:58:31 PST 2017,Sat Feb 11 16:59:00 PST 2017,Tue Feb 14 16:59:00 PST 2017,,,,29,0% (0/0),0% (0/0),0% (0/0),United Arab Emirates,"$67,700",25,0,0,50,90,80,,
3IVKZBIBJZ8STRR4PHZVJDY7KRHHSD,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3OF2M9AATGNJJDCKGW12HH6MWDCZKI,ARP1L3PIDJ8T2,Submitted,Sat Feb 11 18:02:58 PST 2017,Sat Feb 11 18:05:31 PST 2017,Tue Feb 14 18:05:31 PST 2017,,,,153,0% (0/0),0% (0/0),0% (0/0),United Arab Emirates,67700,25,0,0,50,90,80,,
30Y6N4AHYOVZGWMPOWG02IED6X5RDQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3FTF2T8WLRHV8MOO1CQ6S4YO4HVW9U,A3L6BJPQ4ROWA1,Submitted,Sat Feb 11 16:57:59 PST 2017,Sat Feb 11 16:58:30 PST 2017,Tue Feb 14 16:58:30 PST 2017,,,,31,0% (0/0),0% (0/0),0% (0/0),United Kingdom,"$42,500",89,69,51,66,35,35,,
30Y6N4AHYOVZGWMPOWG02IED6X5RDQ,3U2Q8YJAS8O1IPS7778TP0KXV9FT5E,Find GDP and culture data for countries,"Given the name of a country and web addresses, find economic and cultural data","data collection, web data",$0.05,Sat Feb 11 16:27:39 PST 2017,2,BatchId:2684442;OriginalHitTemplateId:920937305;,1800,259200,Sat Feb 18 16:27:39 PST 2017,,,3KXIR214I4F8Z0K56X58NP7JEIO42Q,A5YNMUFWH5Z7K,Submitted,Sat Feb 11 17:59:18 PST 2017,Sat Feb 11 18:12:53 PST 2017,Tue Feb 14 18:12:53 PST 2017,,,,815,0% (0/0),0% (0/0),0% (0/0),United Kingdom,"$42,500",89,69,51,66,35,35,,
